temp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,visibility,weather_main,weather_desc,lat,lon,altitude,sea_level,dew_point,clouds,day_of_week,train_number,train_name,origin_code,dest_code,origin_name,dest_name,scheduled_arr_time,actual_arr_time,scheduled_dept_time,actual_dept_time,dwell_minutes,day_of_journey,curr_station_code,tracks_on_route,trains_nearby
297.501063,299.7353591,295.0813208,299.9790635,48.1,1000,2.97,2,75.22,Rain,moderate rain,27.6839,83.5149,527.2,297.501063,11.37,91.17,Friday,12846,Train_12846,VSKP,PUNE,VSKP,PUNE,9/12/2025 10:28,9/12/2025 10:31,9/12/2025 11:29,9/12/2025 11:36,26,23,VSKP,3,6
308.8651765,309.9824118,296.6198144,287.3806803,80.5,1016,13.12,124,79.98,Thunderstorm,thunderstorm,33.0509,89.205,1334.6,308.8651765,12.39,25.43,Sunday,12116,Train_12116,NDLS,MAS,NDLS,MAS,9/12/2025 12:40,9/12/2025 12:44,9/12/2025 13:42,9/12/2025 13:48,11,8,NDLS,2,9
291.2461174,281.4463612,284.0393632,303.1541744,63.8,1006,5.29,267,67.49,Clouds,overcast clouds,16.9817,75.0734,1279,291.2461174,6.81,77.25,Wednesday,12206,Train_12206,PUNE,MAS,PUNE,MAS,9/12/2025 5:55,9/12/2025 5:56,9/12/2025 6:57,9/12/2025 6:05,51,13,PUNE,4,10
288.5713626,309.3152255,289.8541323,295.6551598,48,1013,10.84,83,87.31,Thunderstorm,thunderstorm,21.5867,87.4995,355.5,288.5713626,14.59,26.55,Friday,12911,Train_12911,PUNE,MAS,PUNE,MAS,9/12/2025 19:23,9/12/2025 19:26,9/12/2025 20:26,9/12/2025 20:35,58,24,PUNE,1,1
306.0579738,292.2072388,279.183786,302.0328177,49.5,1020,4.79,15,75.3,Haze,mist,8.3802,88.4816,955.2,306.0579738,11.39,20.87,Wednesday,12696,Train_12696,NDLS,BBS,NDLS,BBS,9/12/2025 16:15,9/12/2025 16:16,9/12/2025 17:19,9/12/2025 17:22,35,8,NDLS,4,6
286.7078752,306.1226035,292.2663811,307.1210124,97,1020,13.59,333,61.53,Clear,bright and sunny,8.1879,83.4083,155.4,286.7078752,13.47,94.43,Monday,12480,Train_12480,VSKP,BBS,VSKP,BBS,9/12/2025 4:11,9/12/2025 4:11,9/12/2025 5:15,9/12/2025 5:23,21,14,VSKP,5,9
308.8966762,303.4715645,294.2907375,287.0918529,92.8,1016,1.9,58,75.54,Thunderstorm,thunderstorm with rain,14.4834,88.6253,1263.2,308.8966762,10.4,1.93,Monday,12649,Train_12649,MAS,VSKP,MAS,VSKP,9/12/2025 16:01,9/12/2025 16:02,9/12/2025 17:01,9/12/2025 17:13,54,30,MAS,5,4
280.3646342,297.0104878,284.8324921,282.574346,94.4,1008,2.68,176,61.47,Haze,mist,10.7218,77.9576,303.1,280.3646342,9.14,96.54,Friday,12402,Train_12402,BBS,MAS,BBS,MAS,9/12/2025 0:18,9/12/2025 0:19,9/12/2025 1:22,9/12/2025 1:29,11,28,BBS,3,10
309.0963648,302.1534763,306.9208654,305.3730776,99.5,1016,7.4,62,61.75,Thunderstorm,thunderstorm,15.0257,89.0603,152.7,309.0963648,14.77,14.93,Sunday,12996,Train_12996,DDN,CSTM,DDN,CSTM,9/12/2025 4:29,9/12/2025 4:33,9/12/2025 5:31,9/12/2025 5:40,23,30,DDN,4,3
281.2947974,306.3554668,305.2836383,300.2909228,52.5,1004,1.23,48,65.98,Rain,light rain,12.7802,84.0557,630.3,281.2947974,10.82,81.94,Thursday,12834,Train_12834,CSTM,CSTM,CSTM,CSTM,9/12/2025 4:15,9/12/2025 4:16,9/12/2025 5:19,9/12/2025 5:24,32,25,CSTM,5,13
306.7342934,292.1242096,299.6642971,302.9891871,61.3,1024,2.94,306,84.1,Rain,heavy rain,8.77,70.8401,886.5,306.7342934,13.67,27.59,Sunday,12675,Train_12675,CSTM,DDN,CSTM,DDN,9/12/2025 6:23,9/12/2025 6:26,9/12/2025 7:26,9/12/2025 7:29,14,1,CSTM,3,6
295.8310333,289.8109948,294.0015989,307.1446492,80.2,1019,14.16,245,70.01,Rain,heavy rain,32.5512,88.1375,1289.6,295.8310333,14.53,35.07,Sunday,12899,Train_12899,VSKP,PUNE,VSKP,PUNE,9/12/2025 15:12,9/12/2025 15:13,9/12/2025 16:15,9/12/2025 16:18,31,9,VSKP,3,6
309.7889439,300.0278016,304.0990748,306.084328,69,1007,14.65,288,77.16,Rain,heavy rain,8.222,79.6895,1462.7,309.7889439,11.75,21.68,Monday,12586,Train_12586,PUNE,ALD,PUNE,ALD,9/12/2025 17:04,9/12/2025 17:06,9/12/2025 18:06,9/12/2025 18:18,17,26,PUNE,3,13
282.2138969,304.2353783,281.9195703,310.8276044,65.1,1005,5.64,285,65.68,Clouds,overcast clouds,27.8742,79.2065,687.3,282.2138969,10.49,58.55,Monday,12232,Train_12232,PNBE,BBS,PNBE,BBS,9/12/2025 5:22,9/12/2025 5:23,9/12/2025 6:24,9/12/2025 6:34,6,24,PNBE,1,2
296.6156285,302.868554,301.7152938,298.0780524,61.5,1010,13.85,331,60.54,Rain,light rain,12.108,81.3293,137.6,296.6156285,5.04,34.81,Thursday,12928,Train_12928,BBS,JAT,BBS,JAT,9/12/2025 1:55,9/12/2025 1:57,9/12/2025 2:57,9/12/2025 2:05,26,1,BBS,5,5
309.0790761,303.9344095,281.7446244,296.654869,75.6,1018,8.17,14,88.19,Rain,heavy rain,32.6302,72.9877,1136.2,309.0790761,5.4,65.74,Saturday,12283,Train_12283,BBS,ALD,BBS,ALD,9/12/2025 12:37,9/12/2025 12:38,9/12/2025 13:41,9/12/2025 13:49,24,7,BBS,5,1
295.6929353,293.0674994,301.8263199,294.056616,74.5,1003,4.05,337,74.14,Clouds,broken clouds,32.1055,79.3833,869.5,295.6929353,7.01,1.56,Saturday,12479,Train_12479,VSKP,NDLS,VSKP,NDLS,9/12/2025 9:30,9/12/2025 9:31,9/12/2025 10:34,9/12/2025 10:37,47,25,VSKP,2,13
298.8819591,304.5350265,286.273027,286.6107313,49.7,1017,10.54,254,87.36,Rain,heavy rain,25.6553,86.6225,699.4,298.8819591,6.86,6.44,Saturday,12888,Train_12888,MAS,VSKP,MAS,VSKP,9/12/2025 20:52,9/12/2025 20:55,9/12/2025 21:53,9/12/2025 21:57,9,20,MAS,1,9
300.8724607,283.6062717,304.3127174,299.178217,68.3,1000,9.88,91,58.14,Haze,hazy sky,26.1503,70.3096,498.4,300.8724607,7.55,9.97,Wednesday,12766,Train_12766,VSKP,VSKP,VSKP,VSKP,9/12/2025 19:55,9/12/2025 19:57,9/12/2025 20:55,9/12/2025 20:05,10,13,VSKP,5,9
293.6362319,296.3346729,306.3212628,290.3103757,73.2,1012,14.84,278,55.88,Haze,hazy sky,8.1442,75.4583,778.5,293.6362319,8.05,41.9,Thursday,12975,Train_12975,PNBE,MAS,PNBE,MAS,9/12/2025 10:16,9/12/2025 10:18,9/12/2025 11:20,9/12/2025 11:22,39,15,PNBE,5,3
298.8267424,280.1727598,282.4638791,309.6392254,74.2,1013,3.98,205,84.23,Fog,dense fog,34.5915,70.0491,541.1,298.8267424,8.6,81.48,Wednesday,12008,Train_12008,ALD,CSTM,ALD,CSTM,9/12/2025 20:48,9/12/2025 20:52,9/12/2025 21:49,9/12/2025 21:01,5,29,ALD,2,5
297.5294294,289.7375749,291.8802682,299.4957241,52.6,1023,10.08,93,77.24,Haze,mist,31.7015,78.3142,1147.7,297.5294294,9.21,88.82,Friday,12714,Train_12714,CSTM,MAS,CSTM,MAS,9/12/2025 1:48,9/12/2025 1:49,9/12/2025 2:49,9/12/2025 2:57,39,9,CSTM,4,3
307.0347403,290.993846,307.4296213,299.7852054,84.5,1000,0.78,224,57.46,Clear,clear sky,32.1679,84.5663,838.6,307.0347403,5.99,24.48,Friday,12901,Train_12901,VSKP,ALD,VSKP,ALD,9/12/2025 7:02,9/12/2025 7:03,9/12/2025 8:05,9/12/2025 8:11,7,16,VSKP,4,7
281.3633914,291.8851807,292.5022231,292.6477398,41.5,1010,1.7,300,60.77,Clear,clear sky,25.7996,85.9754,1321.4,281.3633914,5.42,57.44,Tuesday,12378,Train_12378,BBS,CSTM,BBS,CSTM,9/12/2025 23:25,9/12/2025 23:28,9/12/2025 0:29,9/12/2025 0:39,58,17,BBS,1,13
288.4288957,300.8640162,303.9064257,283.5596806,61.3,1016,0.06,317,82.03,Clear,bright and sunny,17.3092,88.9038,838.1,288.4288957,11.74,76.84,Saturday,12816,Train_12816,MAS,MAS,MAS,MAS,9/12/2025 21:12,9/12/2025 21:16,9/12/2025 22:13,9/12/2025 22:24,40,9,MAS,3,1
308.5123445,291.656743,295.6619457,282.952313,86.8,1003,14.99,198,68.15,Clouds,broken clouds,32.1285,82.1701,395.5,308.5123445,10.37,28.88,Monday,12602,Train_12602,CSTM,ALD,CSTM,ALD,9/12/2025 18:43,9/12/2025 18:47,9/12/2025 19:46,9/12/2025 19:53,11,6,CSTM,2,5
306.7079135,293.4608087,289.2598972,294.7000543,73.8,1011,12.03,270,76.82,Haze,hazy sky,15.871,75.0925,1284.1,306.7079135,9.44,40.9,Tuesday,12380,Train_12380,JAT,NDLS,JAT,NDLS,9/12/2025 19:37,9/12/2025 19:40,9/12/2025 20:37,9/12/2025 20:44,33,20,JAT,2,6
293.6697026,287.1263239,286.5735067,284.5369613,55.7,1009,11.8,233,62.73,Clear,clear sky,23.1932,88.483,858,293.6697026,11.34,52.4,Tuesday,12843,Train_12843,NDLS,DDN,NDLS,DDN,9/12/2025 16:21,9/12/2025 16:23,9/12/2025 17:24,9/12/2025 17:34,19,12,NDLS,5,14
298.6039779,291.1975537,284.0966927,300.2054087,81.7,1005,7.65,45,65.25,Fog,fog,10.6927,85.5063,349.9,298.6039779,13.28,13.49,Monday,12661,Train_12661,BBS,PUNE,BBS,PUNE,9/12/2025 15:20,9/12/2025 15:20,9/12/2025 16:20,9/12/2025 16:34,15,16,BBS,5,11
288.3214355,286.8180888,300.8539457,308.4291902,74,1024,4.5,63,89.63,Clouds,overcast clouds,32.8928,81.4886,954.1,288.3214355,9.28,2.6,Tuesday,12359,Train_12359,JAT,DDN,JAT,DDN,9/12/2025 9:28,9/12/2025 9:31,9/12/2025 10:30,9/12/2025 10:36,22,28,JAT,2,12
285.6436348,282.1958777,289.5962152,308.4874445,87.8,1000,2.27,229,59.9,Fog,fog,11.8008,83.9128,568.7,285.6436348,11.41,15.28,Saturday,12175,Train_12175,MAS,NDLS,MAS,NDLS,9/12/2025 4:44,9/12/2025 4:46,9/12/2025 5:46,9/12/2025 5:58,48,21,MAS,3,14
293.9109521,298.1034578,293.3382639,301.7713623,84.1,1006,4.27,248,70.26,Haze,mist,14.0722,88.4863,1274.4,293.9109521,14.54,62.69,Sunday,12484,Train_12484,BBS,DDN,BBS,DDN,9/12/2025 13:45,9/12/2025 13:49,9/12/2025 14:48,9/12/2025 14:53,8,15,BBS,4,7
290.6005668,300.046384,292.7697644,288.3369549,76.6,1020,5.64,245,83.78,Rain,moderate rain,23.0696,84.2479,707.3,290.6005668,13.4,7.36,Wednesday,12404,Train_12404,VSKP,JAT,VSKP,JAT,9/12/2025 23:38,9/12/2025 23:41,9/12/2025 0:40,9/12/2025 0:44,28,7,VSKP,1,3
297.5096834,298.5847104,295.3183709,307.8899049,69.3,1015,11.34,74,59.57,Fog,fog,28.6305,77.3675,1103.3,297.5096834,9.26,18.97,Saturday,12032,Train_12032,BBS,BBS,BBS,BBS,9/12/2025 18:04,9/12/2025 18:04,9/12/2025 19:08,9/12/2025 19:11,15,10,BBS,4,7
282.3320391,293.9048213,303.9673144,308.5828031,48,1023,8.09,156,66.61,Rain,light rain,24.7225,84.2606,188.5,282.3320391,11.45,33.79,Thursday,12464,Train_12464,MAS,BBS,MAS,BBS,9/12/2025 3:13,9/12/2025 3:14,9/12/2025 4:16,9/12/2025 4:21,10,29,MAS,1,4
309.2318442,291.3935734,307.4221803,287.8996075,55.7,1013,1.16,222,74.6,Clouds,overcast clouds,14.2676,70.8056,624.2,309.2318442,6.77,7.79,Monday,12695,Train_12695,BBS,JAT,BBS,JAT,9/12/2025 19:17,9/12/2025 19:20,9/12/2025 20:18,9/12/2025 20:28,55,4,BBS,3,10
309.5863223,305.9000095,290.2275263,304.1227826,65.1,1022,0.27,189,69.25,Fog,fog,8.0255,77.7283,1475.7,309.5863223,10.61,19.17,Sunday,12156,Train_12156,PNBE,BBS,PNBE,BBS,9/12/2025 15:03,9/12/2025 15:03,9/12/2025 16:07,9/12/2025 16:10,22,24,PNBE,2,11
300.9448514,295.5724536,302.8255677,290.5955865,76,1019,1.53,51,68.38,Fog,dense fog,28.4431,78.1265,1222.3,300.9448514,14.81,91.13,Friday,12564,Train_12564,PUNE,ALD,PUNE,ALD,9/12/2025 23:32,9/12/2025 23:32,9/12/2025 0:35,9/12/2025 0:44,19,3,PUNE,3,14
296.082891,294.3754563,300.9358338,306.0792094,70.8,1019,6.16,87,64.5,Thunderstorm,thunderstorm with rain,34.6006,73.3368,281.9,296.082891,10.18,1.93,Thursday,12807,Train_12807,JAT,BBS,JAT,BBS,9/12/2025 14:38,9/12/2025 14:41,9/12/2025 15:38,9/12/2025 15:50,7,18,JAT,2,6
289.2858285,280.769262,295.2058685,311.917137,57.3,1005,14,312,73.47,Clouds,scattered clouds,29.8677,70.4617,452.8,289.2858285,14.28,65.34,Thursday,12201,Train_12201,ALD,VSKP,ALD,VSKP,9/12/2025 8:19,9/12/2025 8:21,9/12/2025 9:21,9/12/2025 9:33,21,1,ALD,5,5
304.4138506,290.2374348,306.6814143,282.9007802,40.4,1021,9.56,338,74.97,Clouds,broken clouds,20.4256,72.6676,528.2,304.4138506,9.07,38.44,Thursday,12785,Train_12785,PUNE,VSKP,PUNE,VSKP,9/12/2025 2:12,9/12/2025 2:15,9/12/2025 3:14,9/12/2025 3:18,37,30,PUNE,1,4
300.5419352,291.4058686,284.0142355,308.920976,69.8,1024,12.03,65,76.13,Clear,bright and sunny,32.4017,83.0924,993,300.5419352,14.99,67.26,Tuesday,12174,Train_12174,MAS,CSTM,MAS,CSTM,9/12/2025 22:35,9/12/2025 22:39,9/12/2025 23:37,9/12/2025 23:43,38,13,MAS,5,6
284.8785082,291.9646834,281.2779263,300.678916,57.1,1004,7,149,52.81,Haze,hazy sky,19.0659,86.0458,1147.6,284.8785082,10.79,58.87,Tuesday,12243,Train_12243,CSTM,PNBE,CSTM,PNBE,9/12/2025 8:44,9/12/2025 8:44,9/12/2025 9:47,9/12/2025 9:56,34,22,CSTM,2,13
307.3278155,297.4051711,303.618859,311.2014786,84.1,1023,5.42,19,75.24,Fog,dense fog,22.1732,89.7641,1136.8,307.3278155,5.42,22.35,Tuesday,12268,Train_12268,PNBE,NDLS,PNBE,NDLS,9/12/2025 17:03,9/12/2025 17:03,9/12/2025 18:07,9/12/2025 18:08,23,18,PNBE,1,12
304.6761173,296.0080764,291.1744945,295.9502855,41.4,1020,1.63,32,88.13,Fog,dense fog,20.8825,76.9273,789.3,304.6761173,10.87,84.72,Saturday,12922,Train_12922,JAT,VSKP,JAT,VSKP,9/12/2025 3:34,9/12/2025 3:35,9/12/2025 4:34,9/12/2025 4:39,13,8,JAT,1,3
308.4939974,298.2371528,303.4090656,307.4216379,75.1,1017,13.14,327,71.64,Clouds,scattered clouds,20.0858,81.9876,1225.7,308.4939974,7.75,49.19,Tuesday,12445,Train_12445,MAS,PUNE,MAS,PUNE,9/12/2025 18:07,9/12/2025 18:07,9/12/2025 19:09,9/12/2025 19:15,44,11,MAS,5,3
301.7715853,302.9464978,304.7927062,283.8718221,96.5,1014,11.75,280,78.61,Clouds,overcast clouds,28.9302,88.7429,683.8,301.7715853,5.32,82.25,Sunday,12073,Train_12073,JAT,CSTM,JAT,CSTM,9/12/2025 23:51,9/12/2025 23:52,9/12/2025 0:55,9/12/2025 0:57,48,10,JAT,1,5
298.4024559,304.3895722,279.8737278,292.0583715,50.5,1005,2.52,45,72.27,Haze,mist,22.2228,73.3408,229.6,298.4024559,13.21,40.6,Tuesday,12095,Train_12095,BBS,JAT,BBS,JAT,9/12/2025 3:39,9/12/2025 3:39,9/12/2025 4:40,9/12/2025 4:44,35,29,BBS,2,11
292.5472911,301.5436923,304.5039429,284.0104961,68.3,1024,7.68,72,84.19,Clouds,overcast clouds,16.5514,84.3529,868.4,292.5472911,7.76,98.47,Monday,12872,Train_12872,DDN,NDLS,DDN,NDLS,9/12/2025 8:56,9/12/2025 8:56,9/12/2025 9:57,9/12/2025 9:08,31,4,DDN,2,5
307.9818545,308.6657109,291.4495717,311.260294,45.5,1018,7.31,353,87.18,Rain,moderate rain,14.9703,85.0996,1430.8,307.9818545,12.97,77.05,Thursday,12172,Train_12172,VSKP,NDLS,VSKP,NDLS,9/12/2025 0:48,9/12/2025 0:51,9/12/2025 1:48,9/12/2025 1:54,51,25,VSKP,5,9
305.9819167,280.5469775,293.3129747,306.5092172,77.5,1000,9.38,312,57.37,Rain,light rain,9.0192,71.7795,1199.8,305.9819167,7.88,96.6,Sunday,12898,Train_12898,PUNE,JAT,PUNE,JAT,9/12/2025 0:46,9/12/2025 0:49,9/12/2025 1:48,9/12/2025 1:54,29,4,PUNE,3,4
281.3565601,285.8733396,296.7977753,307.5764226,73,1000,14.19,342,67.47,Thunderstorm,thunderstorm,23.7463,87.225,889.1,281.3565601,6.94,51.43,Friday,12405,Train_12405,BBS,PNBE,BBS,PNBE,9/12/2025 19:35,9/12/2025 19:39,9/12/2025 20:36,9/12/2025 20:42,59,4,BBS,2,5
280.7910092,280.2268862,305.7914782,310.1389569,64.4,1012,8.7,132,65.7,Rain,light rain,14.209,86.2621,987.9,280.7910092,14.74,47.37,Tuesday,12154,Train_12154,NDLS,DDN,NDLS,DDN,9/12/2025 18:05,9/12/2025 18:07,9/12/2025 19:09,9/12/2025 19:11,11,29,NDLS,2,12
291.293901,299.4242414,278.5734828,284.5531046,71.3,1002,8.1,54,66.21,Rain,light rain,11.9996,70.6681,1399.3,291.293901,8.62,75.55,Friday,12182,Train_12182,CSTM,DDN,CSTM,DDN,9/12/2025 2:55,9/12/2025 2:59,9/12/2025 3:59,9/12/2025 3:07,57,12,CSTM,1,9
304.3165999,306.9409165,292.305304,293.5679278,93.8,1009,0.75,60,55.02,Haze,mist,25.6534,71.8217,671.1,304.3165999,11.01,88.03,Thursday,12322,Train_12322,NDLS,MAS,NDLS,MAS,9/12/2025 9:21,9/12/2025 9:21,9/12/2025 10:22,9/12/2025 10:28,52,8,NDLS,1,4
309.6182839,287.3044689,298.6316613,284.1310467,51.8,1020,0.94,344,82.54,Fog,dense fog,26.3926,70.9825,530.5,309.6182839,11.1,96.41,Sunday,12288,Train_12288,NDLS,MAS,NDLS,MAS,9/12/2025 11:59,9/12/2025 11:03,9/12/2025 12:01,9/12/2025 12:12,11,28,NDLS,2,13
284.5125067,307.8110363,299.6812087,288.323793,41.4,1002,2.81,7,51.43,Rain,moderate rain,28.3082,76.6949,1467,284.5125067,10.6,32.46,Thursday,12257,Train_12257,PNBE,CSTM,PNBE,CSTM,9/12/2025 17:05,9/12/2025 17:08,9/12/2025 18:05,9/12/2025 18:19,24,13,PNBE,5,3
297.8239215,281.8080217,298.7759729,288.8809733,91.7,1008,0.49,271,71.13,Thunderstorm,thunderstorm,21.5966,80.1858,1302,297.8239215,14.15,79.87,Friday,12586,Train_12586,ALD,MAS,ALD,MAS,9/12/2025 13:41,9/12/2025 13:41,9/12/2025 14:43,9/12/2025 14:50,57,8,ALD,3,7
291.4267257,308.0330808,282.0330539,296.0732163,74.6,1007,11.15,245,76.48,Clouds,scattered clouds,32.1395,80.647,518.4,291.4267257,11.74,21.06,Saturday,12173,Train_12173,PUNE,MAS,PUNE,MAS,9/12/2025 9:35,9/12/2025 9:35,9/12/2025 10:38,9/12/2025 10:48,48,21,PUNE,1,7
309.0974319,290.5486806,286.9818677,290.056865,93.4,1002,10.85,175,58.3,Rain,moderate rain,33.2813,75.3533,722.5,309.0974319,9.04,54.56,Sunday,12329,Train_12329,DDN,JAT,DDN,JAT,9/12/2025 9:08,9/12/2025 9:12,9/12/2025 10:09,9/12/2025 10:15,53,3,DDN,1,8
305.2635677,283.0426249,288.7614658,285.0293432,75.8,1024,2.04,115,86.23,Thunderstorm,thunderstorm with rain,29.799,88.2319,651.9,305.2635677,13.62,17.98,Wednesday,12230,Train_12230,BBS,DDN,BBS,DDN,9/12/2025 17:15,9/12/2025 17:16,9/12/2025 18:18,9/12/2025 18:24,47,12,BBS,3,4
305.1498611,294.5761528,302.1331162,287.0247327,88.6,1012,12.54,316,83.54,Haze,hazy sky,25.161,77.3653,266.2,305.1498611,6.81,34.74,Saturday,12758,Train_12758,NDLS,MAS,NDLS,MAS,9/12/2025 23:38,9/12/2025 23:40,9/12/2025 0:39,9/12/2025 0:52,40,18,NDLS,1,4
294.0607948,287.703297,286.3627962,286.4182669,65.8,1005,2.32,270,68.84,Clouds,broken clouds,16.2005,70.911,1438.8,294.0607948,10.44,93.14,Sunday,12160,Train_12160,NDLS,VSKP,NDLS,VSKP,9/12/2025 0:45,9/12/2025 0:49,9/12/2025 1:45,9/12/2025 1:55,23,15,NDLS,5,14
292.4445851,288.5461871,284.3211489,311.1923039,85,1012,4.52,192,66.45,Thunderstorm,thunderstorm with rain,34.5395,76.0045,636.3,292.4445851,14.51,14.61,Tuesday,12185,Train_12185,CSTM,PUNE,CSTM,PUNE,9/12/2025 14:58,9/12/2025 14:02,9/12/2025 15:00,9/12/2025 15:11,6,25,CSTM,1,14
288.2022122,289.2186989,306.7234406,304.7787752,94.8,1022,3.73,149,59.46,Rain,moderate rain,15.4017,80.6222,1319.2,288.2022122,11.25,63.24,Friday,12902,Train_12902,DDN,VSKP,DDN,VSKP,9/12/2025 7:37,9/12/2025 7:39,9/12/2025 8:39,9/12/2025 8:49,38,14,DDN,1,9
281.6912649,304.0907769,278.2658986,311.032844,74.3,1019,5.58,130,79.2,Fog,fog,13.4717,78.1644,324.6,281.6912649,13.17,59.3,Thursday,12142,Train_12142,DDN,PNBE,DDN,PNBE,9/12/2025 2:32,9/12/2025 2:32,9/12/2025 3:33,9/12/2025 3:38,21,9,DDN,2,10
305.9416713,296.1748383,307.9346257,295.1922146,50.8,1019,3.82,101,55.27,Clouds,scattered clouds,19.9382,75.4769,844.4,305.9416713,11.54,12.07,Thursday,12281,Train_12281,DDN,VSKP,DDN,VSKP,9/12/2025 17:17,9/12/2025 17:17,9/12/2025 18:21,9/12/2025 18:23,28,5,DDN,5,7
304.3870303,289.339231,298.304639,290.3510544,56.1,1011,7.33,309,77.21,Clouds,broken clouds,9.5347,72.6265,84.7,304.3870303,13.39,32.6,Thursday,12906,Train_12906,BBS,CSTM,BBS,CSTM,9/12/2025 8:11,9/12/2025 8:12,9/12/2025 9:14,9/12/2025 9:20,13,30,BBS,5,3
309.9915302,298.3100135,302.854079,305.9487959,51.9,1012,6.11,269,83.7,Fog,dense fog,34.4194,86.3833,1158.1,309.9915302,14.44,56.3,Monday,12639,Train_12639,PUNE,MAS,PUNE,MAS,9/12/2025 15:53,9/12/2025 15:57,9/12/2025 16:55,9/12/2025 16:02,58,29,PUNE,2,13
309.8991051,301.4845202,286.8385819,291.7876175,54.8,1001,14.8,291,59.14,Clouds,broken clouds,23.8877,89.9229,892.3,309.8991051,7.73,18.72,Monday,12677,Train_12677,PUNE,MAS,PUNE,MAS,9/12/2025 20:26,9/12/2025 20:28,9/12/2025 21:28,9/12/2025 21:35,5,15,PUNE,4,9
296.6629512,288.17872,278.4294583,290.9815012,58.4,1020,0.84,209,84.66,Rain,heavy rain,23.0377,76.5908,957.1,296.6629512,6.7,80.06,Tuesday,12026,Train_12026,BBS,JAT,BBS,JAT,9/12/2025 14:46,9/12/2025 14:50,9/12/2025 15:47,9/12/2025 15:54,46,8,BBS,3,13
303.0696225,292.406473,300.1360856,288.9751798,73.3,1023,2.13,337,51.33,Clouds,broken clouds,25.7065,77.6324,125,303.0696225,9.84,97.22,Wednesday,12245,Train_12245,PNBE,ALD,PNBE,ALD,9/12/2025 4:00,9/12/2025 4:03,9/12/2025 5:04,9/12/2025 5:12,32,23,PNBE,5,5
308.3429719,283.6565828,303.0243379,285.8903693,75.3,1022,0.79,66,86.51,Rain,light rain,21.4196,82.3608,356,308.3429719,12.02,21.48,Monday,12486,Train_12486,BBS,PNBE,BBS,PNBE,9/12/2025 12:14,9/12/2025 12:18,9/12/2025 13:17,9/12/2025 13:23,59,3,BBS,4,4
305.4894217,285.4344805,300.214284,289.6938918,65.6,1015,9.39,9,54.73,Fog,fog,8.8657,84.3688,157.8,305.4894217,7.27,18.69,Sunday,12646,Train_12646,VSKP,VSKP,VSKP,VSKP,9/12/2025 21:46,9/12/2025 21:50,9/12/2025 22:50,9/12/2025 22:51,19,12,VSKP,3,1
287.4204431,300.4335356,282.2855086,292.6595925,76.9,1022,0.82,48,75.83,Clear,bright and sunny,24.5324,77.8406,468.9,287.4204431,5.04,45.49,Saturday,12896,Train_12896,MAS,ALD,MAS,ALD,9/12/2025 19:26,9/12/2025 19:29,9/12/2025 20:30,9/12/2025 20:40,25,5,MAS,5,9
293.5163241,285.4431504,300.6028377,302.2198262,44.9,1005,12.55,110,60,Fog,fog,27.3367,88.0986,959.8,293.5163241,8.43,74.78,Friday,12201,Train_12201,VSKP,NDLS,VSKP,NDLS,9/12/2025 6:15,9/12/2025 6:18,9/12/2025 7:16,9/12/2025 7:24,19,29,VSKP,1,6
283.8747825,295.7549015,301.0676835,283.8769453,45.3,1018,7.68,320,83.46,Rain,moderate rain,19.2522,81.2001,871,283.8747825,14.69,28.16,Tuesday,12020,Train_12020,PNBE,PUNE,PNBE,PUNE,9/12/2025 15:20,9/12/2025 15:22,9/12/2025 16:24,9/12/2025 16:25,27,9,PNBE,5,11
308.6215308,301.2713879,297.7562155,288.3152082,50.3,1020,7.91,218,70.49,Haze,mist,28.447,79.0078,937.6,308.6215308,11.95,1.99,Saturday,12590,Train_12590,PNBE,PUNE,PNBE,PUNE,9/12/2025 6:00,9/12/2025 6:00,9/12/2025 7:03,9/12/2025 7:08,57,20,PNBE,3,2
298.185239,283.2063077,300.983478,306.2707092,71.1,1012,8.42,56,55.41,Fog,fog,14.129,82.9335,846.4,298.185239,9.01,54.12,Wednesday,12669,Train_12669,BBS,DDN,BBS,DDN,9/12/2025 21:28,9/12/2025 21:29,9/12/2025 22:28,9/12/2025 22:33,6,3,BBS,4,13
286.8592842,297.0193666,303.3776432,286.4076577,52.8,1016,2.56,282,72.84,Haze,hazy sky,13.9745,89.0561,445.9,286.8592842,6.93,95.66,Saturday,12093,Train_12093,BBS,MAS,BBS,MAS,9/12/2025 15:02,9/12/2025 15:05,9/12/2025 16:02,9/12/2025 16:12,50,23,BBS,1,7
300.1510205,287.6968835,296.4081234,292.2793544,57,1022,2.97,112,66.32,Haze,mist,12.3583,85.891,404.5,300.1510205,8.56,39.13,Sunday,12007,Train_12007,ALD,DDN,ALD,DDN,9/12/2025 12:11,9/12/2025 12:11,9/12/2025 13:14,9/12/2025 13:21,40,8,ALD,3,3
298.5438472,308.8878063,280.6581414,307.9397677,64,1008,4.78,132,76.46,Rain,moderate rain,18.0439,70.8003,248.7,298.5438472,6.7,42.01,Thursday,12471,Train_12471,CSTM,JAT,CSTM,JAT,9/12/2025 16:59,9/12/2025 16:01,9/12/2025 17:00,9/12/2025 17:04,54,21,CSTM,3,6
